unique_input_record_identifier	input_title	lookup_key	lookup_key_given	database_song_code	database_song_title	database_song_writers
1BTzAdZzbFTMOhnpdnVYJ5	Ladies & Gentlemen	LADIES&GENTLEMEN	LADIES&GENTLEMEN	142174926	LADIES&GENTLEMEN	ISHIWATARI J/REID K/JENKINS S
4sb1gNU7avV9MXMTA4Rj4l	Quintet for Horn, Violin, 2 Violas and Bass in E-flat major, K.407: 3. Allegro	QUINTETFORHORNVIOLIN2VIOL	QUINTETFORHORNVIOLIN2VIOL	142336620	QUINTET FOR HORN, VIOLIN, 2 VIOLAS AND VIOLONCELLO IN E-FLAT	WOLFGANG AMADEUS MOZART
513XZUPAD0HDmvu6YnR4Ga	National Breakout	NATIONALBREAKOUT	NATIONALBREAKOUT	109878507	NATIONAL BREAKOUT	MARINOS J/PALAMARCHUK W/SKILL M
1N1gJIwsHY0bAQWQ4GForg	Mambo & Cola	MAMBO&COLA	MAMBO&COLA	141681635	MAMBO & COLA	BEBO BEST
0vF8iE7IpyU9zVFlkvyjAB	Drop in the Bucket	DROPINBUCKET	DROPINBUCKET	311460572	DROP-IN BUCKET (FC-P13)	AYALA REUBEN
7kXHxtI2Gx5xnnN3vwjCr8	Driftin'	DRIFTIN	DRIFTIN	142183325	DRIFTING	PETER GREEN/PETER GREEN
7FAX4dW3nnxrj44TqLhL6u	La Villanella, Prima parte, Pensieri amorosi: Avrilla mia	VILANELAPRIMAPARTEPENSIER	VILANELAPRIMAPARTEPENSIER	145576300	LA VILLANELLA, PRIMA PARTE, PENSIERI AMOROSI: AVRILLA MIA	ANONYMOUS/GIOVANNI GIROLAMO KAPSBERGER
1ZWqjA85CPleeQHeWMPcMx	Being with You	BEINWITHYOU	BEINWITHYOU	145602664	BEING WITH YOU	NORDHEIM M/POURMAND B
03PODiWrfNQ5s5gRwMPsv3	No Place Like Home	NOPLACELIKEHOME	NOPLACELIKEHOME	136419138	NO PLACE LIKE HOME	GOLD ANDREW
2vR9jqzDP339D6cFAnytV9	Chronia Polla	CHRONIAPOLA	CHRONIAPOLA	139989401	CHRONIA POLLA	GIANNIS MPLATHRAS
6DIktdaHbe32xcqQkpEycq	Ragismena Matia	RAGISMENAMATIA	RAGISMENAMATIA	153469033	RAGISMENA MATIA	ANDREAS SPYROPOULOS/VASILIS SALEAS
3MEjLuXVGxrFBLUUmq0lni	Night Time	NIGHTTIME	NIGHTTIME	124793683	NIGHT TIME	ELLINGTON D /STRAYHORN B /JULIAN D
50J6OByPbz5TYqAP0llB6z	It's Me	ITSME	ITSME	131231692	IT'S ME	JERKINS F/JERKINS R/DANIELS L
7p22i75SXIAhyumjy99v4t	So Many Pros	SOMANYPRO	SOMANYPRO	147899177	SO MANY PROS	BROADUS C/WILLIAMS P
6fPPRL9mdV96jPcfZWRCJU	Sunrise	SUNRISE	SUNRISE	142625045	SUNRISE	O'HAGAN/O'HAGAN/FERRAN/CORMAIC/PROCTOR
68w1iX1hdolfLsJSfqwjQj	Nocturne No.4 In F, Op.15 No.1	NOCTURNENO4INFOP15NO1	NOCTURNENO4INFOP15NO1	146342962	NOCTURNE NO.4 IN F, OP.15 NO.1 (2001 DIGITAL REMASTER)	FREDERIC CHOPIN
0pZs36idY8uJ5PwOFGUn5O	Grasshopper	GRASHOPER	GRASHOPER	145976746	GRASSHOPPER	FURST NATHAN
33GbF5eIO6AKQewAao00mU	Fucking Friend Part II	FUCKINFRIENDPTII	FUCKINFRIENDPTII	150190336	FUCKING FRIEND PART II	THOMAS ROUSSEL/YANNICK GRANDJEAN
4bkT8iMD5Zaw9dhixEGykl	Roughstock Riders	ROUGHSTOCKRIDER	ROUGHSTOCKRIDER	123106215	ROUGHSTOCK RIDERS	FORDE STEVEN JAMES
6fcssDZKqYhjGvjqNl3xhC	Frappe'	FRAPE	FRAPE	142628865	FRAPPE'	BABA YAGA/STRANGER OLEKSANDR SHEVCHENKO/
6l09c2CTcYqBhDfLGcQIq2	Medicine Weasel	MEDICINEWEASEL	MEDICINEWEASEL	148228579	MEDICINE WEASEL	NICK PICKETT
2uvTsEZExVjUochkvi0oF6	Mangle	MANGLE	MANGLE	141598098	MANGLE	UNKNOWN
0z6xGK2u3nSsbk9XeKYwZQ	Flamenco Bolero	FLAMENCOBOLERO	FLAMENCOBOLERO	126847438	FLAMENCO BOLERO	/RAVEL/ARR/MONTESANO GUSTAVO
4lFTM7ESXwW1LF6OD7BHmS	E-Ne-Me-Ne-Mi-Ne-Moe (The Choice Is Yours To Pull)	ENEMENEMINEMOE	ENEMENEMINEMOE	136315966	E-NE-ME-NE-MI-NE-MOE (THE CHOICE IS YOURS TO PULL)	BRISTOL J/BROWN W/JONES J
0z0daz3KNGeSVxM6Qe0smA	Port Na BpucaÃ­	PORTNABPUCAI	PORTNABPUCAI	150774039	PORT NA B PUCAI	/TRAD/ARR/VALLELY CILLIAN
2Fv1gdO61J4vLp1bq0lT1g	If I Had Any Sense I'd Go Back Home	IFIHADANYSENSEIDGOBACKHOM	IFIHADANYSENSEIDGOBACKHOM	117577610	IF I HAD ANY SENSE I'D GO BACK HOME	MCCOY ROSE MARIE
7bylr8wnu3JviCT30GM1Va	Smoke Gets in Your Eyes	SMOKEGETSINYOUREYE	SMOKEGETSINYOUREYE	148316252	SMOKEGETSINYOUREYES	UNKNOWN
184TJwsbJeji7SZPhnKyKR	No. 8	NO8	NO8	152903412	NO. 8	BARIL/BRADY/CARRILLO/PRICE/RHABURN/WORTH
2CcvYEMyJkdrSSroblMW5P	FaydasÄ±z	FAYDASIZ	FAYDASIZ	148670600	FAYDASIZ (TR)	MURAT KURSUN/METIN ASLAN
2X5IoY7eKXEmVSypB065f6	Vinyl Concept Tape, Vol.1 Index N09	VINYLCONCEPTTAPEVOL1INDEX	VINYLCONCEPTTAPEVOL1INDEX	147427239	VINYL CONCEPT TAPE, VOL.1 INDEX N09	DJ KAZE
2dd58PbAp6Nv8ux50XbLb6	If You Give Me Your Heart	IFYOUGIVEMEYOURHEART	IFYOUGIVEMEYOURHEART	136489351	IF YOU GIVE ME YOUR HEART	LEWIS J/CASON C
3xInfkcNCM3WkEhLWq21uS	Hold On For Your Life	HOLDONFORYOURLIFE	HOLDONFORYOURLIFE	149984218	HOLD ON FOR YOUR LIFE	BOLLINGER W/TINNESZ S
2KGkKOny2fds0NAFSNJBR6	Will You Love Me Tomorrow	WILYOULOVEMETOMOROW	WILYOULOVEMETOMOROW	102782381	WILL YOU LOVE ME TOMORROW	KING C/GOFFIN G
3WVM49k4ID2lpgLjd55vzN	No Worries	NOWORIE	NOWORIE	154578197	NO WORRIES	MCLAUGHLIN/ALLAN/MCLAUGHLIN/BLACKMON
7kFovgV7zKSKguLgsyGhGI	Four Twenty Seven	FOURTWENTYSEVEN	FOURTWENTYSEVEN	142426803	427	GEE/CHAPMAN/ROOTES/GROSSMAN/REEVES
0gNzvlgWwOfrix6BaOeFVo	For Heavenâs Sake	FORHEAVENSSAKE	FORHEAVENSSAKE	137473964	FOR HEAVEN S SAKE	JASON S/STROOPE C
7FEvUEbsfQmMqgkPN5TKZc	Onda Do Arraial	ONDADOARAIAL	ONDADOARAIAL	136131485	ONDA DO ARRAIAL	DE SILVEIRA A/VERGUEIRO D
75YS5bfQSol8GCoAvbmNaN	The Golden Age of Rock 'n' Roll	GOLDENAGEOFROCK&ROL	GOLDENAGEOFROCK&ROL	101407831	GOLDEN AGE OF ROCK AND ROLL	PATTERSON IAN HUNTER
1VUjE82FR4JcmUakYBVTTn	Fark Atiyor	FARKATIYOR	FARKATIYOR	147198340	FARK ATIYOR (TR)	SINAN AKCIL/TAMIM GALLAL
0Tasv0fVj3DE7bGiuxwQp2	Schattenspiel	SCHATENSPIEL	SCHATENSPIEL	143926827	SCHATTENSPIEL	BERTELMANN VOLKER
5P9JSDgtyv01U04yUXDL7u	Pretender	PRETENDER	PRETENDER	134013802	PRETENDER	GUILLORY M/LA BRIE K/WHERRY B
0caUoX71D8MNwFagsN5QzF	Teddy Acapulco	TEDYACAPULCO	TEDYACAPULCO	133982666	TEDDY ACAPULCO	JAKAB ZSOLT
3fj6YntHiA9D9wbOy7sA8c	Big Blue	BIGBLUE	BIGBLUE	150519462	BIG BLUE	HAMMER J/HAMMER J
04zIl0G0yzmRuBYWB8im1f	Shine	SHINE	SHINE	128273960	SHINE	CLAYTON JUSTIN
7iAQj0IxTJ5Zw6Ar9oP2fV	Games	GAME	GAME	152647744	GAMES	LOVATO/SIMMONS/BROWN/DOUGLAS/FELDER
4wIJhBXOSCWtCtmgYNoB67	Burning Passion	BURNINPASION	BURNINPASION	140445837	BURNING PASSION	GADO VERN
6jweF2IOIwxjYQ7pXFwpwX	Heatwave	HEATWAVE	HEATWAVE	151031272	HEATWAVE	WATSON JAY WESLEY
3XEx16BTvG62jF4bnB4S6v	December, 1963 (oh, What a Night)	DECEMBER1963	DECEMBER1963	102421171	DECEMBER 1963 (OH WHAT A NIGHT)	GAUDIO R/PARKER J
4dY97GUDuUSkx8HajakKS6	All in Black	ALINBLACK	ALINBLACK	149951758	ALL IN BLACK	HILL D/FORDE T
2tpiNIdAInCVopLATG1dan	River of Pain	RIVEROFPAIN	RIVEROFPAIN	108753534	RIVER OF PAIN	MORLEY LUKE
6xRMUk4GauxcipDHS4Lt2r	The Battle For Straight Time	BATLEFORSTRAIGHTTIME	BATLEFORSTRAIGHTTIME	133643709	BATTLE FOR STRAIGHT TIME	/NEWMAN CARL ALLAN/NEWMAN A C
4D45h765OwTlFEUJSYRSRo	Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto	VIOLINSONATANO1INGMINORBW	VIOLINSONATANO1INGMINORBW	145485047	VIOLIN SONATA NO. 1 IN G MINOR, BWV 1001: III. SICILIANA	JOHANN SEBASTIAN BACH
5pNrZgIiBeKnK5lGvgqnKi	Sunfall	SUNFAL	SUNFAL	135028315	SUNFALL	MASON J/GRAYSON B
75qoUC3RbSjDi3D1tgZFlI	Piano Quartet in D Minor, Op. 25: III. Allegretto grazioso	PIANOQUARTETINDMINOROP25I	PIANOQUARTETINDMINOROP25I	155921237	PIANO QUARTET IN D MINOR, OP. 25: III. ALLEGRETTO GRAZIOSO	DORA PEJACEVIC
5UwEOdcJfbATw8iNU3JVMu	Sana Ikaw	SANAIKAW	SANAIKAW	152997889	SANA IKAW	NATHAN AZARCON/MARK ESCUETA/MICHAEL ELGA
13zOGnAr2Rpcbp2agucROW	Streamlined Cannon Ball	STREAMLINEDCANONBAL	STREAMLINEDCANONBAL	103289522	STREAMLINE CANNONBALL	ACUFF ROY C
56aDDLjXsX3mblX2YTG3b9	Please Please Please	PLEASEPLEASEPLEASE	PLEASEPLEASEPLEASE	133976845	PLEASE PLEASE PLEASE	OLENIUS ADAM BENGT WALDEMAR
5urhUYCBXmsPEw00gY5hab	Domn Al Domnilor	DOMNALDOMNILOR	DOMNALDOMNILOR	149295779	DOMN AL DOMNILOR	GABRIEL GORCEA
6nsZ23hRFXCVkk9NwuzAz0	Sidewalk Safari	SIDEWALKSAFARI	SIDEWALKSAFARI	142077424	SIDEWALK SAFARI	POLACHEK C/WIMBERLY J/FELDMAN K
7GV2C2AwDJO5eXi3xlnuiJ	Hymne A L'amour	HYMNELAMOUR	HYMNELAMOUR	147322257	HYMNE L'AMOUR	UNKNOWN
5rN0wuSZzpth7FquoCoryM	Friendly	FRIENDLY		140281182	FRIENDLY (REMASTERED 2009)	ANITA SKORGAN
16AcDrHtbRxGg4BT5JJPcu	Tenebrae	TENEBRAE		141270590	TENEBRAE	MAUS JOHN PATRICK
1rSvlJ7qFB4MBMSdMFvTDu	Dance - Radio Edit	DANCERADIOEDIT		152642114	DANCE RADIO EDIT	MAX MANIE
3HR2NYZi2TpOd7f1krzH5j	Sunday	SUNDAY		154542166	SUNDAY	MITCH MURDER
3NwRKOcOr7XYtECPXiq5Bi	Habiba	HABIBA		101209712	HABIBA	LAHIRI B/USMAR F/PHILLIPS M
5JsqDtMr2kndvBcOmMZBDk	Non-Handler	NONHANDLER		155780966	NON-HANDLER	GOOCH/HERANGI/RILEY/ROPATA BARNSLEY/TEKA
5z0pKiEk0me8RdNYh4gOvj	You'll Never Find Another Love Like Mine / A Lovely Way to Spend an Evening - Live	YOULNEVERFINDANOTHERLOVEL		100774463	YOU'LL NEVER FIND ANOTHER LOVE LIKE ME	GAMBLE K/HUFF L
7DNzzksJEjF02iI6Tzee0H	The Mentalist	MENTALIST		143766315	THE MENTALIST	GALDO BRENDAN MATTHEW
5z710Bjr3HE141G8xp2GCI	Music Will Turn You On	MUSICWILTURNYOUON		143279457	MUSIC WILL TURN YOU ON (ORIGINAL MIX)	SUNDBORG E/FEINER M
58PK6gJRV7t0fg4LIfLyMP	Morricone: Cinema Paradiso (Main Theme)	MORICONECINEMAPARADISO		147915350	MORRICONE: CINEMA PARADISO (SE)	ENNIO MORRICONE/DE SENSI A
1VjlgGf4eDTRx5wOtnYg1f	I'm Coming Out (Live in Paradiso, Amsterdam)	IMCOMINOUT		103090143	I'M COMING OUT	RODGERS N/EDWARDS B
2MwBR7mkF4faZC3Sk1r4Xf	Sousou Fuitsu	SOUSOUFUITSU		155945993	SOUSOU FUITSU	SATORU KOSAKI
3s4PkQXPBnSn1kQsXokZrp	How Come	HOWCOME		152164047	HOW COME	EVERTON DR CAVE MOORE HOWARD D STEELE CH
5l7bd81MKwsV99RwJWi8pk	The Last Time - (Original Single Mono Version)	LASTTIME		103418896	LAST TIME	JAGGER M/RICHARDS K
2m2RAysdWK3sYTbHgpzMRJ	Steal Your Heart, Pt. 1	STEALYOURHEARTPT1		150909594	STEAL YOUR HEART, PT. 1	STEPHEN JUKES
6oFpcTYaGaQreDngvJ6at2	"\"Saarattu Vandiyila (From \"\"Kaatru Veliyidai\"\")\""	SARATUVANDIYILA		151681790	SAARATTU VANDIYILA	VAIRAMUTHU R/RAHMAN A
76BCylUSHG8iytoNWsc4XJ	I'm In Control	IMINCONTROL		155969555	I'M IN CONTROL	SAM ROMANS/ALUNA FRANCIS/GEORGE REID/AND
23LB3YWbTM9MESZcMBnJTP	Mr. Hide	MRHIDE		111113361	MR HIDE	TRIBBLE K/FOX G/GAUDIO R
5lvjdiwlQl0MaDMJMxqV5t	Zamba de Usted	ZAMBADEUSTED		140591894	ZAMBA DE USTED	ARIEL RAMIREZ
4wyaJ3ZInT47IDOvU3opQ0	Innertrio	INERTRIO		147227823	INNERTRIO	JAN JOHANSSON
7B8qiDJMjdmH4K9mSpSjLj	Gotta Go Now	GOTAGONOW		134596479	GOTTA GO NOW	NIHOUARN/DIGAIRE/FOURNIER/FLOC/FRANCIS
1CbVW4053T6y8dOJ7L3zsj	Love Myself	LOVEMYSELF		155941768	LOVE MYSELF	PAENDA/PAENDA
1FxMb2yvaz5gRU0KmPKSiR	Later	LATER		142971107	LATER	SOERENSEN P/IVELAND K/HAUGE S
0jpM2MprPc1ZIkFyTIMCbZ	Get Down	GETDOWN		139034771	GET DOWN	BREEN CHRIS
7cdICKRLjbxhKRj08fUn6V	O ccafÃ¨	OCAFE		101672517	O CCAFFE	MODUGNO D/PAZZAGLIA R
2P13nYRUuSQm7TYXNU4775	Rainforest 2	RAINFOREST2		152569830	RAINFOREST 2	ISTVAN SKY
6kSZp7FgMMAyYLYCQ4IF4U	A Little Honey	LITLEHONEY		153267071	A LITTLE HONEY	RATELIFF NATHANIEL DAVID
0Hon4VjjGuargnbsulYPNl	Benediction	BENEDICTION		137453644	BENEDICTION	RILEY PHILIP MICHAEL
0Dijxf5cEB28x33QAJ6vwQ	Relaxation & Calm Music	RELAXATION&CALMMUSIC		150032399	RELAXATION & CALM MUSIC	NIEZNANY/MARCO RINALDO
7y2znS8w8fHcis4ilDIPei	One Hour Stranger	ONEHOURSTRANGER		152404320	ONE HOUR STRANGER	NILSSON/FJORDEVIK/MAGNUSSON/LIND/KRISTEN
0MjWzsVZ0YizCtDfDhaebv	Country Girls	COUNTRYGIRL		101853197	COUNTRY GIRLS	SEALS T/SETSER E
2PMLdLt5QeOuOgxfAvx1in	Sofazinho - Ao Vivo	SOFAZINHOAOVIVO		154655051	SOFAZINHO AO VIVO	SAMIR/BRENO CASAGRANDE/FILIPE ESCANDURRA
1qveFFPjSoh8J7hF8wlbDv	Hollywood	HOLYWOOD		152701726	HOLLYWOOD	ERROR UNHANDLED CHARACTERS IN TEXT RU/ER
1xvyONURA5bv2SQ084giiB	Stand Proud	STANDPROUD		151507114	STAND PROUD	JIN HASHIMOTO
7yE6BJqP3o4nXedQTqbvvY	My Day	MYDAY		134061557	MY DAY	VISCHER LISA R
3ZXXICXomdXPfPEDWqrSM7	Purlieu II	PURLIEUII		155993120	PURLIEU II	BESHKEN
072BRkqirHkwUSSuo4fawm	Raw Movements	RAWMOVEMENT		151144391	RAW MOVEMENTS	MIKE COLLINS
2LMQsKaHXa3VLLpovjHi67	Emotional Winter	EMOTIONALWINTER		122871087	EMOTIONAL WINTER	DOUGLAS J/CAVANAGH D/CAVANAGH V/PYBUS D
1yiNOnBpl8qZvVg34fOkbW	"\"Castor & Pollux, RCT 32, Acte V, ScÃ¨ne 4: \"\"Qu'ai-je entendu ! quel bruit !\"\" (TÃ©laÃ¯re)\""	CASTOR&POLUXRCT32ACTEVSCE		150721810	CASTOR & POLLUX, RCT 32, ACTE V, SCENE 7: ENTREE DES AS (FR)	JEAN PHILIPPE RAMEAU
5gNM6lnstdwcoaf6n7dqzQ	Just Wanna Be Loved	JUSTWANABELOVED		145357683	JUST WANNA BE LOVED	JONG D/KNEPPERS M/PLUG W/CARDWELL J
56qapkyi4PQ1gkkkuhs1oC	The Moon Beckons	MOONBECKON		127894250	MOON BECKONS	GLENNIE-SMITH NICK
5vaQMrGULy9hFUEKX6pvZx	HÃ³fehÃ©r GyÃ¶ngyvirÃ¡g	HOFEHERGYONGYVIRAG		149022441	HOFEHER GYONGYVIRAG (HU)	KERNER TIBOR/KOFITY HENRIK
1BIkLXNZ5Am5LjYO6M9BgV	Be You Angel, Be You Beast	BEYOUANGELBEYOUBEAST		149239125	BE YOU ANGEL, BE YOU BEAST	SATARIEL
3V1jj9YzYD9I47jMIauIVi	Popeye	POPEYE		200432168	POPEYE	LERNER SAMMY
460XLaLG1f0WpucGsGUtaR	April Skies	APRILSKIE		101571177	APRIL SKIES	COLLETTE BUDDY
45e6nU5KCW0ui0zZimxrQB	Coco wa ngai, bidendela, ana	COCOWANGAIBIDENDELAANA		152376040	COCO WA NGAI, BIDENDELA, ANA	LUAMBO LOKANGA/VICKY LONGOMBA
0d8QLXljZsBbGAoprlsN9u	Sweet Marie	SWEETMARIE		148017292	SWEET MARIE	JORGEN GILLSTEDT
4GKSdx5iCoR9YmGXSFZn3D	Basic Training	BASICTRAININ		145800331	BASIC TRAINING	DESPLAT ALEXANDRE MICHEL GERARD
6cODazhdUk1LAJS9KeBx0J	Foodplay	FOODPLAY		149750230	FOODPLAY	GREGSON-WILLIAMS HARRY DAVID
5USlCojuOICyGd8tqmO8Z4	Ciaccone	CIACONE		433738014	CIACCONE	STORACE BERNARDO
70cpfU2vjAiLbj4baeEeKc	O Amor Em Paz	OAMOREMPAZ		141588183	O AMOR EM PAZ	VINICIUS DE MORAES/ANTONIO CARLOS JOBIM
6szV44UqRyWzZDcx4hIxRR	Words	WORD		152631105	WORDS	GARSBO/MOHAMMAD/BEDAWI/DIRKSEN/FRANCIS
03U8IwhNay1a8cHAJ7N7yf	Ride Remix	RIDEREMIX		140835201	RIDE (REMIX)	NEVERSON/ROBERTS/ELLIOTT/NAJM/JAMES/MOLL
2EWSm0Hll3nNnZyRQYpV5V	Fantasia No. 6	FANTASIANO6		153710056	FANTASIA NO. 6	JOHN JENKINS
5KYPATsYxRlj9QvMXjDGWz	Rainy Dayz	RAINYDAYZ		134163370	RAINY DAYZ (REMIX)	ATKINS/LORENZO/AURELIUS/HOLDER/JOINER/YO
1GJTPtRLaBVxIhZwRCn4UI	Ghetto	GHETO		134595177	GHETTO	ROTEM J/TRICE O/HAZLEWOOD L/NEVERSON T
7z34XHPc3f5saSR3mGzvKh	I Want You	IWANTYOU		108367024	I WANT YOU	PIERCE P/WILLIAMS D
5XcW7V5eX1hUI2WzvpIFBp	Sensation Rag	SENSATIONRAG		147106631	SENSATION RAG	EDWARDS
4KcMrJ5PNTp9xUGOrRJIlM	Canine Euthanasia	CANINEEUTHANASIA		114729789	CANINE EUTHANASIA	FITZGERALD WARREN A
6KU5tgxem60MZpHShmFfz5	Il Rosso, Brando	ROSOBRANDO		146202697	IL ROSSO, BRANDO	ANDREA FALCONIERI
5wED132rJAkk3fKlvHYilt	Brass Fanatic	BRASFANATIC		142615947	BRASS FANATIC	AXEL BOMAN
74AOTyTDm6Fo6l223PcY9s	After Love	AFTERLOVE		139175560	AFTER LOVE	ABERGEL S/GERBER G
4wWnssWXRhfvAGphyxWewj	Gun for Fun	GUNFORFUN		102413762	GUN FOR FUN	O'CONNOR CHRISTOPHER JOHN
06339owDc0JuH2pttTLsAP	La Vieja	VIEJA		147046263	LA VIEJA	JULIAN CACHILO DIAZ/OSCAR VALLES/FRANCIS
4xCigdS9CK9e0ZTvOnwznd	The Squip Song	SQUIPSONG		147383319	THE SQUIP SONG	ICONIS JOSEPH P
7GdQZQqLIl8lz1DvKTKUXu	Whirlpool	WHIRLPOOL		135233072	WHIRLPOOL	RUDD XAVIER PETER I
0Rc8QoCFBNYduxkPSRlmkV	Tristeza do Jeca	TRISTEZADOJECA		137173865	TRISTEZA DO JECA	DE OLIVEIRA ANGELINO
1JfIEk7aEkBnASi0dDoI0e	The Other Side	OTHERSIDE		152562611	THE OTHER SIDE	MILLS D/LA TOUR R/KORSAN B
5Px4F3yOgfBj2XUYDPVm6n	Honey	HONEY		152074166	HONEY	SARP E/VOGEL L
5mReKXLtTLyLlv0LaIHSXy	Diaspora	DIASPORA		152461855	DIASPORA	KOFFI OLOMIDE
5mPfIH7BMZ3RyN5yvluBr7	Just Wanna Be Loved (Art of Tones Remix)	JUSTWANABELOVED		145357683	JUST WANNA BE LOVED	JONG D/KNEPPERS M/PLUG W/CARDWELL J
0xcP3WHTY6cUzOYLeN0RC2	little/MOUSE	LITLEMOUSE		154604453	LITTLE/MOUSE	SUAREZ TERESA
7sV0zB34oW8xIA8ZoeUsds	Ami, I'm Sorry	AMIIMSORY		144016764	AMI, I'M SORRY	LOEB L/ETZIONI M
3cAWxaiX62yYW6FjtpXIdQ	Muskrat Ramble	MUSKRATRAMBLE		153475316	MUSKRAT RAMBLE (VERSION 2)	RAY GILBERT/RAY GILBERT/KID ORY/KID ORY
5iEtLZ8JPtDWOmbk0RIwFD	Liebst du um SchÃ¶nheit	LIEBSTDUUMSCHONHEIT		137388207	LIEBST DU UM SCHONHEIT	FRIEDRICH RUCKERT
70jWbqlJBTKkyZ4Qky3tAX	It Doesn't Get Better Than This	ITDOESNTGETBETERTHANTHI		135592975	IT DOESN T GET ANY BETTER THAN THIS	BAND A/DAMICO D
6vIIOevKsrslOQUz6Sfka6	Havanna	HAVANA		145176005	HAVANNA	SCHOPF B/DEL R
1Bm0Kgy0pTNkh1MHq7FnHq	Talk About Nothing (Not Your Dope Remix)	TALKABOUTNOTHIN		136432682	TALK ABOUT NOTHING	UNKNOWN
1ynf0kNmPygT2M6M75hbKg	Lost Yourself	LOSTYOURSELF		149300060	LOST YOURSELF	STEFAN UNTERPERTINGER
16aMCzYHia7cDE1eH8MF0S	Storie che non esistono	STORIECHENONESISTONO		144911786	STORIE CHE NON ESISTONO	PELLINO G/PELLINO G
7h6oFIlR8ZoL67pYXfaTle	Increase Sexual Stimulation	INCREASESEXUALSTIMULATION		151513193	INCREASE SEXUAL STIMULATION	MARCO RINALDO/NIEZNANY
4sLSkZoceecBC6TwM7HpYJ	Calling Out	CALINOUT		153278769	CALLING OUT	BRAUN R/OWUSU P/ROSENBAUM A
5fU4FQE7W3rnFuUXBoJq5D	Wyatt Erp	WYATERP		150210890	WYATT ERP	RIGHTS OWNER OF THE MUSICAL WORK
7muWVgLzhTUTJRRYgN1pwy	If You See Her	IFYOUSEEHER		144799772	IF YOU SEE HER	MICKEY NEWBURY/MICKEY NEWBURY
0bN2lwEQWy3FWFJZIkr24K	Spanish Castle Magic	SPANISHCASTLEMAGIC		106560676	SPANISH CASTLE MAGIC	HENDRIX JIMI
0JmPtDU7N2bFvNhuU8L8qE	Din Din	DINDIN		146529193	DIN DIN	DA CRUZ/HEBEISEN/HUSMANN/LEE
1dmPjRK3UyUbR9ycz9cEBr	So in Love	SOINLOVE		151369518	SO IN LOVE	PIERCE M/BOWDEN K/PIERCE S
2r0QXcsK7wTnGDlokzofKk	Kick It Up	KICKITUP		107788756	KICK IT UP	BYRD A/ROBINSON J
0rpVZvCVqz87ZUJut3QxsB	Hell Yeah	HELYEAH		143278337	HELL YEAH	MINOR M/MITCHELL V/MAULDIN J
4fEbSNbzdXpZl8KnAzu06o	Paresse	PARESE		147761517	PARESSE	ALEXANDER HITZLER/ALEXANDER HITZLER/MART
2BMv5bEDjR3NjTbNiu2yRI	Sword Dust	SWORDDUST		151172923	SWORD DUST	TRIPLE DARKNESS/TRIPLE DARKNESS
4TYpRZa8eEw3xVZ5nWVK3v	I Don't See Them	IDONTSEETHEM		148363151	I DON'T SEE THEM	NAPLES ANTHONY M
1IInoDwfiF8eGwW1CVY8AO	Ilegal	ILEGAL		140758740	ILEGAL	MUNOZ ONOFRE M/MARTINEZ MOYA G/CABRERA P
3gOESsDWZiDbVukRuVY8o4	Sleaze - feat. Mistajam	SLEAZEFEATMISTAJAM		142565744	SLEAZE	MCGRILLEN G/SWIRE T/DALTON P
7HURunzDbmwpRdFRdlFE2m	Let It Whip	LETITWHIP		155330474	LET IT WHIP	ANDREWS J/CHANCLER LEON L
2E7qUzehn4ZX1WTCdlGWQf	My Black Nina	MYBLACKNINA		138258285	MY BLACK NINA	FREEMURDA
1TJn6Rwga9QlIekLJlpcoQ	Rain On Me	RAINONME		139018615	RAIN ON ME	WATTERS/BIANCANIELLO/WILKINS/WAITHE/KIPN
6TP07awwT0tSmT1GcsNrZL	Matrix	MATRIX		109891440	MATRIX	COREA ARMANDO ANTHONY (COREA CHICK)
2dCgZocKF09Hn2WpuDp5Li	Baby Obey Me	BABYOBEYME		102017841	BABY OBEY ME	LIVINGSTON J/EVANS R
2HcLso8p1FxESRY8Ot2y20	Nobody	NOBODY		143075527	NOBODY	FORDE J/ISAAC R/ISAAC R
114zOttMKPFeYkcs5sWsqn	Magnificent Time	MAGNIFICENTTIME		148577603	MAGNIFICENT TIME	RICE O/HEALY F
5Jztsk5SjfnvurAUrr1Md5	Starslide	STARSLIDE		154530969	STARSLIDE	BEHDAD NEJATBAKHSHE
54ydS9wT5ZhjEsFS6CWht8	Un Milagro	MILAGRO		153716680	UN MILAGRO	LUIS FONSI/DAVID SANTISTEBAN
5RyK2UgU1ffb7EpRK7lAJZ	Flight	FLIGHT		305799866	FLIGHT (PRCD 037)	GIZZI C/TOROSSI S
5Llim3aOsDEIgS1evCJAL7	Indian Girl (An Adult Story)	INDIANGIRL		122267767	INDIAN GIRL (AND ADULT STORY)	WALTERS RICKY M L (SLICK RICK / US 1)
2o1FJBVmF10oJkz03QPFrA	Filthy Rich	FILTHYRICH		133977405	FILTHY RICH	RICH/ALPHIN/THROCKMORTON/POWERS/MCDAVID
40OdmkoiOKftbnXCQZViYL	So Much to Lose	SOMUCHTOLOSE		141639605	SO MUCH TO LOSE	CROWE DAVID ANDREW
12OSQA3NPtF7nrKxvElScX	My Eyes	MYEYE		141394950	MY EYES	RAY J/STEPHENS D/WATSON A
199Fy0vc6T9KokWHyjEy8k	Sol Clap	SOLCLAP		141494189	SOL CLAP	HOLLAND WILLIAM GEORGE
